Subject	Trial	Recording	Frame	Kinect	Sk_color	Hip_Center_X	Hip_Center_Y	Hip_Center_Z	Spine_X	Spine_Y	Spine_Z	Shoulder_Center_X	Shoulder_Center_Y	Shoulder_Center_Z	Head_X	Head_Y	Head_Z	Shoulder_Left_X	Shoulder_Left_Y	Shoulder_Left_Z	Elbow_Left_X	Elbow_Left_Y	Elbow_Left_Z	Wrist_Left_X	Wrist_Left_Y	Wrist_Left_Z	Hand_Left_X	Hand_Left_Y	Hand_Left_Z	Shoulder_Right_X	Shoulder_Right_Y	Shoulder_Right_Z	Elbow_Right_X	Elbow_Right_Y	Elbow_Right_Z	Wrist_Right_X	Wrist_Right_Y	Wrist_Right_Z	Hand_Right_X	Hand_Right_Y	Hand_Right_Z	Hip_Left_X	Hip_Left_Y	Hip_Left_Z	Knee_Left_X	Knee_Left_Y	Knee_Left_Z	Ankle_Left_X	Ankle_Left_Y	Ankle_Left_Z	Foot_Left_X	Foot_Left_Y	Foot_Left_Z	Hip_Right_X	Hip_Right_Y	Hip_Right_Z	Knee_Right_X	Knee_Right_Y	Knee_Right_Z	Ankle_Right_X	Ankle_Right_Y	Ankle_Right_Z	Foot_Right_X	Foot_Right_Y	Foot_Right_Z	
20190807T151230_Example1	Test 1	2	0003304_151501	1	cyan	-0.002062	0.149036	1.258238	-0.004393	0.203601	1.294630	-0.029577	0.483798	1.259571	-0.109619	0.648838	1.253791	-0.133837	0.444109	1.304158	-0.192691	0.205055	1.325252	-0.223142	-0.007998	1.253414	-0.233292	-0.079016	1.233728	0.167234	0.425179	1.284671	0.247824	0.219046	1.288245	0.266064	0.010396	1.198402	0.306623	-0.018299	1.141232	-0.073319	0.083871	1.259534	-0.092425	-0.303766	1.194422	-0.029072	-0.615548	1.465323	-0.033734	-0.657215	1.381208	0.080219	0.079074	1.249210	0.075099	-0.312403	1.245672	0.061745	-0.723173	1.361722	0.055783	-0.766877	1.295116	
20190807T151230_Example1	Test 1	2	0003305_151501	1	cyan	-0.018851	0.135056	1.191551	-0.027546	0.188226	1.214529	-0.087475	0.448970	1.176284	-0.167158	0.613269	1.170369	-0.140001	0.419179	1.234447	-0.207481	0.191546	1.309061	-0.251567	-0.025103	1.301412	-0.267698	-0.097178	1.313722	0.169921	0.393308	1.206291	0.251175	0.187630	1.181520	0.230289	0.045443	1.000770	0.229139	-0.018724	0.962197	-0.085217	0.071631	1.200543	-0.087512	-0.300290	1.079293	-0.107059	-0.613544	1.017256	-0.100046	-0.508561	1.039879	0.076987	0.061304	1.183472	0.070727	-0.323280	1.217457	0.007939	-0.710596	1.362566	-0.014513	-0.751942	1.298424	
20190807T151230_Example1	Test 1	2	0003306_151501	1	cyan	-0.004379	0.114157	1.140356	0.003808	0.162266	1.156029	0.023715	0.385207	1.105190	-0.055646	0.548842	1.099140	-0.141814	0.396669	1.173950	-0.222566	0.189976	1.285560	-0.262649	-0.023992	1.301985	-0.286397	-0.093420	1.312378	0.162404	0.373630	1.143816	0.244644	0.170766	1.101498	0.196573	0.055843	0.908074	0.189702	-0.008048	0.871158	-0.090584	0.050880	1.152132	-0.084863	-0.321296	1.039797	-0.093147	-0.633855	0.979481	-0.090025	-0.528149	0.997264	0.071280	0.038901	1.137297	0.065618	-0.341198	1.187941	0.046663	-0.644383	1.245460	0.054676	-0.540700	1.219278	
20190807T151230_Example1	Test 1	2	0003307_151501	1	cyan	-0.007143	0.080557	1.060420	-0.002376	0.129817	1.068710	0.009017	0.369339	1.024895	-0.069826	0.531907	1.018705	-0.145283	0.366651	1.094111	-0.247200	0.200705	1.202690	-0.286266	-0.008977	1.231803	-0.304226	-0.079353	1.236669	0.145012	0.346074	1.060475	0.220066	0.145921	0.997064	0.155515	0.036358	0.808443	0.149581	-0.027166	0.773391	-0.090456	0.017424	1.070488	-0.067266	-0.423638	0.972179	-0.140181	-0.129523	1.025022	-0.116317	-0.230603	1.000676	0.068278	0.011695	1.058845	0.054866	-0.359395	1.137981	0.014929	-0.637574	1.250733	0.032599	-0.541938	1.206905	
20190807T151230_Example1	Test 1	2	0003308_151501	1	cyan	-0.014409	0.064945	1.006200	-0.009895	0.110062	1.011332	0.001615	0.330091	0.973242	-0.076826	0.491829	0.966948	-0.167527	0.338760	1.045829	-0.274821	0.109345	1.155438	-0.325153	-0.100518	1.144609	-0.338888	-0.171106	1.149795	0.119727	0.329811	1.005631	0.193285	0.137769	0.915990	0.124853	-0.003322	0.755394	0.117617	-0.047524	0.698896	-0.098716	0.000647	1.018387	-0.069538	-0.436934	0.915879	-0.051032	-0.143963	0.994702	-0.055219	-0.245003	0.962388	0.062261	0.000564	1.004742	0.049814	-0.363515	1.102557	-0.023287	-0.633291	1.214985	0.007022	-0.541366	1.171374	
20190807T151230_Example1	Test 1	2	0003309_151501	1	cyan	-0.028068	0.058685	0.989564	-0.022089	0.104006	0.992107	-0.002212	0.321210	0.944231	-0.080455	0.482540	0.937878	-0.178487	0.328563	1.014017	-0.285540	0.101256	1.102125	-0.334303	-0.108210	1.088876	-0.348046	-0.178786	1.088148	0.109774	0.317781	0.976865	0.197385	0.133301	0.885385	0.022840	0.046922	0.781874	0.043042	0.001208	0.730179	-0.117751	-0.003499	0.998595	-0.097470	-0.442940	0.909109	0.002708	-0.160666	0.966027	-0.026590	-0.259147	0.940378	0.047732	-0.007209	0.993457	0.044784	-0.440243	1.090554	-0.010335	-0.138627	1.018950	0.011250	-0.240000	1.040680	
20190807T151230_Example1	Test 1	2	0003310_151501	1	cyan	-0.055404	0.053964	0.931441	-0.050627	0.096347	0.931740	-0.035833	0.301604	0.889396	-0.113709	0.462176	0.882917	-0.222595	0.305917	0.971338	-0.299352	0.085429	1.005232	-0.355469	-0.113382	0.939163	-0.364477	-0.183975	0.932337	0.088809	0.282315	0.925681	0.218402	0.118239	0.858631	0.038732	0.233520	0.849844	-0.021158	0.271948	0.850963	-0.151194	-0.011787	0.942063	-0.127505	-0.449572	0.855882	-0.010319	-0.169250	0.885698	-0.044565	-0.258131	0.840757	0.029022	-0.019930	0.935909	0.032556	-0.449597	1.038098	0.014326	-0.174954	0.874865	0.027374	-0.267367	0.923668	
20190807T151230_Example1	Test 1	2	0003311_151501	1	cyan	0.072840	-0.053803	0.891339	0.074963	-0.024737	0.903561	0.086545	0.134373	0.913930	0.112307	0.311792	0.924307	-0.313226	0.187941	0.919114	-0.259796	-0.016083	0.870963	-0.191449	0.184927	0.858689	-0.168667	0.251930	0.858629	0.212999	0.114869	0.955955	0.137150	0.297166	0.854171	0.050021	0.506575	0.752428	0.024548	0.567797	0.726218	-0.071478	-0.165304	0.864023	0.064552	-0.522309	0.822619	0.118978	-0.615208	0.785748	0.127609	-0.652717	0.703025	0.192101	-0.181164	0.884042	0.078530	-0.527910	0.968136	0.007625	-0.452777	0.655095	0.016255	-0.490287	0.572372	
20190807T151230_Example1	Test 1	2	0003312_151501	1	cyan	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025755	0.057383	0.329754	0.000000	0.000000	0.000000	-0.091946	0.069081	0.296967	-0.169426	0.177914	0.537258	-0.195253	0.214191	0.621365	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102164	0.097827	0.271621	-0.136219	0.130436	0.354290	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.103372	0.149012	0.407469	-0.129317	0.181916	0.503187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.126112	0.126100	0.408924	-0.109860	0.082156	0.502320	
20190807T151654_Example2	Baseline 1	1	0000160_151705	1	magenta	0.418000	0.301731	3.654827	0.430576	0.362164	3.712610	0.445893	0.725853	3.725994	0.423392	0.901380	3.682353	0.265435	0.616143	3.719080	0.201757	0.330231	3.684772	0.188658	0.087169	3.608441	0.222723	0.005746	3.579979	0.569920	0.597163	3.665515	0.641173	0.307701	3.624719	0.660268	0.063672	3.553926	0.670717	-0.024262	3.526385	0.344954	0.237027	3.657054	0.204391	-0.114057	3.550394	0.280363	-0.472721	3.539768	0.313638	-0.362062	3.548985	0.481973	0.228486	3.625026	0.433599	-0.157573	3.628625	0.351145	-0.606418	3.797486	0.374809	-0.509752	3.738044	
20190807T151654_Example2	Baseline 1	1	0000161_151705	1	magenta	0.413118	0.299281	3.613331	0.424699	0.360860	3.671994	0.432497	0.731070	3.688725	0.418583	0.900258	3.644187	0.254414	0.620932	3.695794	0.200725	0.336736	3.649171	0.179842	0.101995	3.611118	0.172681	0.003180	3.609894	0.567283	0.602916	3.638268	0.626235	0.375924	3.577662	0.632650	0.072903	3.499824	0.668947	0.001320	3.505197	0.338690	0.232138	3.609946	0.308373	-0.225528	3.527372	0.333537	-0.562135	3.673524	0.359724	-0.656298	3.644812	0.480942	0.224476	3.586065	0.460172	-0.142798	3.570032	0.476230	-0.406415	3.637229	0.477581	-0.323537	3.578016	
20190807T151654_Example2	Baseline 1	1	0000162_151705	1	magenta	0.393803	0.314126	3.546316	0.405113	0.372883	3.602930	0.417833	0.724907	3.613995	0.392730	0.902088	3.564983	0.244493	0.609580	3.594199	0.186684	0.333517	3.585372	0.186273	0.099171	3.518446	0.166774	0.005336	3.525342	0.559747	0.594754	3.542219	0.619161	0.324016	3.500229	0.603469	0.105239	3.388371	0.629125	0.014337	3.370721	0.318309	0.247660	3.543212	0.263555	-0.184771	3.422006	0.306468	-0.545117	3.464462	0.293606	-0.583951	3.379628	0.461529	0.238890	3.521813	0.399182	-0.087587	3.441643	0.435832	-0.337014	3.519790	0.393258	-0.433625	3.495608	
20190807T151654_Example2	Baseline 1	1	0000163_151705	1	magenta	0.364912	0.288099	3.434483	0.381994	0.348670	3.489525	0.401322	0.707710	3.493366	0.376905	0.891677	3.462050	0.225817	0.595512	3.492100	0.161791	0.302039	3.491040	0.146500	0.062517	3.452538	0.139586	-0.016424	3.447112	0.538388	0.594690	3.418422	0.603884	0.322021	3.367784	0.587203	0.097120	3.268373	0.567700	0.003647	3.229869	0.289393	0.218355	3.438653	0.280770	-0.254062	3.264469	0.271681	-0.604965	3.149313	0.256199	-0.671453	3.052496	0.426877	0.215724	3.400872	0.282108	-0.243758	3.257046	0.274760	-0.608904	3.105460	0.242392	-0.688377	3.023790	
20190807T151654_Example2	Baseline 1	1	0000164_151705	1	magenta	0.360237	0.285695	3.372202	0.373561	0.346822	3.427285	0.390890	0.702970	3.425178	0.366687	0.878456	3.389436	0.218252	0.589276	3.427149	0.163412	0.304072	3.432114	0.134937	0.063822	3.437347	0.128551	-0.036932	3.425928	0.530015	0.580155	3.373323	0.601340	0.293094	3.300190	0.587424	0.067077	3.199419	0.589971	-0.018793	3.145175	0.284902	0.216657	3.378171	0.252013	-0.259115	3.212205	0.254222	-0.553624	3.067550	0.248318	-0.628254	2.976320	0.425117	0.212418	3.343543	0.203000	-0.236043	3.204572	0.262303	-0.590556	3.037776	0.248813	-0.657757	2.941706	
20190807T151654_Example2	Baseline 1	1	0000165_151705	1	magenta	0.341452	0.263564	3.292130	0.354388	0.323773	3.347271	0.369981	0.686142	3.358440	0.352327	0.859799	3.312245	0.200305	0.585732	3.345701	0.137860	0.294367	3.368464	0.122514	0.050242	3.357162	0.123896	-0.019764	3.358971	0.513984	0.569563	3.285497	0.571119	0.283423	3.206917	0.571249	0.051475	3.115639	0.550263	-0.042162	3.080886	0.266136	0.192401	3.295264	0.264501	-0.262049	3.128832	0.264172	-0.596098	2.953520	0.247481	-0.639199	2.859922	0.409093	0.193398	3.266401	0.264262	-0.308372	3.115959	0.271240	-0.637693	2.927824	0.249976	-0.683491	2.837050	
20190807T151654_Example2	Baseline 1	1	0000166_151705	1	magenta	0.329633	0.267760	3.194365	0.345078	0.325979	3.254721	0.362947	0.687365	3.280272	0.337053	0.866539	3.218785	0.188624	0.579583	3.262349	0.120494	0.290687	3.267352	0.104201	0.045619	3.260030	0.102089	-0.009027	3.248590	0.499056	0.567804	3.196735	0.565094	0.291041	3.130468	0.555063	0.056193	3.045408	0.556923	-0.014314	3.032513	0.255250	0.196314	3.191483	0.267793	-0.259393	3.036201	0.267856	-0.602481	2.935332	0.269251	-0.690900	2.849521	0.392612	0.198505	3.163307	0.283284	-0.324233	3.020647	0.278866	-0.651733	2.909626	0.257112	-0.705984	2.832628	
20190807T151654_Example2	Baseline 1	1	0000167_151705	1	magenta	0.330421	0.272322	3.132272	0.340912	0.331413	3.191776	0.350461	0.695015	3.214655	0.322701	0.873058	3.164248	0.176247	0.577486	3.193837	0.113206	0.305258	3.209211	0.099629	0.060725	3.203568	0.097715	-0.008153	3.190029	0.490180	0.570618	3.145977	0.558469	0.305173	3.089351	0.554605	0.069966	3.007171	0.559007	-0.012515	2.971303	0.256171	0.198392	3.130537	0.255569	-0.248686	2.998289	0.267373	-0.602982	2.931083	0.269075	-0.694745	2.847789	0.397985	0.205237	3.101995	0.403766	-0.267750	3.162705	0.297219	-0.588666	2.939178	0.283257	-0.632984	2.841935	
20190807T151654_Example2	Baseline 1	1	0000168_151706	1	magenta	0.319940	0.274104	3.046329	0.326989	0.333344	3.106801	0.337054	0.699063	3.131550	0.310391	0.880379	3.082807	0.163278	0.583843	3.101328	0.102339	0.300265	3.116479	0.113939	0.067129	3.027880	0.094411	-0.008303	3.024979	0.484182	0.580577	3.072305	0.545244	0.304749	3.020970	0.530370	0.070378	2.931228	0.556075	-0.011918	2.925687	0.246566	0.202810	3.040805	0.267599	-0.257912	2.967029	0.269927	-0.608814	2.917957	0.270496	-0.704331	2.846337	0.387870	0.202693	3.018735	0.404338	-0.252255	3.000459	0.292926	-0.577977	2.762444	0.284525	-0.623409	2.661978	
20190807T151654_Example2	Baseline 1	1	0000169_151706	1	magenta	0.308879	0.284893	2.964044	0.316692	0.343328	3.024086	0.322161	0.701821	3.043149	0.297539	0.883216	3.002939	0.146998	0.590026	3.016723	0.097090	0.322785	2.990425	0.090052	0.086040	2.915456	0.109732	-0.005954	2.870450	0.476533	0.588748	2.978953	0.529093	0.313253	2.929316	0.534421	0.076766	2.853191	0.548124	-0.005548	2.843946	0.233902	0.210449	2.959979	0.266510	-0.255625	2.898627	0.273285	-0.613785	2.906072	0.272527	-0.704630	2.853269	0.379425	0.213626	2.932123	0.371220	-0.213350	2.864131	0.392126	-0.553515	3.083167	0.381549	-0.597289	2.986707	
20190807T151654_Example2	Baseline 1	1	0000170_151706	1	magenta	0.295214	0.290872	2.883352	0.302607	0.349954	2.942507	0.310000	0.709639	2.960577	0.297561	0.889920	2.907740	0.143091	0.597347	2.933156	0.088798	0.323137	2.882523	0.072782	0.090879	2.796552	0.096138	-0.008368	2.763359	0.465513	0.584370	2.898346	0.510187	0.302092	2.833103	0.541336	0.064000	2.777303	0.557546	-0.011701	2.770040	0.220834	0.216968	2.870365	0.250162	-0.276318	2.870290	0.298448	-0.628504	2.896894	0.279061	-0.703577	2.854006	0.363887	0.221231	2.863170	0.373130	-0.211552	2.718140	0.382159	-0.587344	2.899614	0.396362	-0.697549	2.886508	
20190807T151654_Example2	Baseline 1	1	0000171_151706	1	magenta	0.296959	0.289343	2.827873	0.298284	0.348909	2.886737	0.307710	0.708549	2.902017	0.293271	0.893738	2.862970	0.138368	0.596964	2.876194	0.075963	0.325268	2.832512	0.065500	0.093357	2.741431	0.086834	-0.001818	2.698090	0.465408	0.592690	2.878402	0.516827	0.323095	2.820952	0.536139	0.079547	2.748088	0.556556	-0.011456	2.756598	0.223448	0.215313	2.818508	0.241861	-0.283152	2.866445	0.297917	-0.628303	2.863959	0.273623	-0.712226	2.856005	0.366767	0.218947	2.807008	0.361188	-0.250932	2.668589	0.372991	-0.617428	2.787840	0.390714	-0.708481	2.755782	
20190807T151654_Example2	Baseline 1	1	0000172_151706	1	magenta	0.292496	0.284489	2.801008	0.298401	0.345010	2.859276	0.308952	0.706816	2.870822	0.289115	0.881813	2.825172	0.135092	0.591565	2.842602	0.073450	0.306174	2.774290	0.059992	0.076894	2.679024	0.082176	-0.021493	2.640031	0.456274	0.585601	2.820564	0.511317	0.298401	2.757637	0.527888	0.061026	2.691144	0.551823	-0.007889	2.690419	0.218205	0.211498	2.790044	0.233701	-0.287389	2.852449	0.287583	-0.631610	2.870684	0.268102	-0.712430	2.844498	0.361546	0.215011	2.784243	0.359972	-0.251175	2.613150	0.356011	-0.620375	2.665812	0.364066	-0.696077	2.624266	
20190807T151654_Example2	Baseline 1	1	0000173_151706	1	magenta	0.291071	0.265747	2.714716	0.292339	0.327959	2.772974	0.294421	0.695305	2.781784	0.286052	0.869510	2.733726	0.130628	0.578285	2.744338	0.066532	0.281043	2.666307	0.060670	0.054826	2.563720	0.079479	-0.006003	2.544584	0.450968	0.576827	2.740050	0.502806	0.280177	2.674823	0.532197	0.042565	2.618792	0.534981	-0.030024	2.613729	0.219931	0.193401	2.702137	0.225901	-0.310246	2.813848	0.280749	-0.636937	2.868836	0.265539	-0.719289	2.845622	0.360854	0.197086	2.701437	0.353445	-0.278138	2.505835	0.343718	-0.628104	2.421242	0.339102	-0.700578	2.328777	
20190807T151654_Example2	Baseline 1	1	0000174_151706	1	magenta	0.288597	0.248357	2.617285	0.288043	0.310016	2.676565	0.295776	0.679578	2.693162	0.286205	0.855826	2.649522	0.124931	0.558542	2.645112	0.067778	0.271475	2.565902	0.057189	0.049017	2.451909	0.082095	-0.031865	2.452570	0.449215	0.562482	2.657297	0.500273	0.265644	2.586826	0.537753	0.025662	2.547298	0.556589	-0.033362	2.544569	0.216469	0.174383	2.602853	0.224104	-0.309246	2.740861	0.277252	-0.632891	2.853587	0.265894	-0.717549	2.833133	0.358427	0.179349	2.601178	0.354225	-0.270661	2.419896	0.327963	-0.603342	2.262781	0.315808	-0.663155	2.160824	
20190807T151654_Example2	Baseline 1	1	0000175_151706	1	magenta	0.284433	0.240614	2.514547	0.283631	0.300140	2.574661	0.290868	0.667568	2.601578	0.284931	0.838115	2.546188	0.124984	0.556985	2.557635	0.060801	0.258806	2.485033	0.050781	0.042949	2.355960	0.066139	-0.016842	2.343414	0.454060	0.549825	2.567568	0.517401	0.258216	2.518511	0.544061	0.017785	2.466219	0.554743	-0.051166	2.449125	0.210852	0.168345	2.498874	0.217523	-0.348582	2.677536	0.277965	-0.636865	2.840531	0.263315	-0.722929	2.833398	0.356120	0.168277	2.497488	0.346848	-0.290550	2.320252	0.313989	-0.638389	2.198548	0.306413	-0.698846	2.096903	
20190807T151654_Example2	Baseline 1	1	0000176_151706	1	magenta	0.286003	0.240503	2.411805	0.286118	0.299554	2.473115	0.298554	0.668346	2.506018	0.285477	0.846291	2.458015	0.126410	0.555195	2.461768	0.067737	0.265922	2.396471	0.057423	0.036411	2.299046	0.062693	-0.010563	2.267125	0.456326	0.550687	2.474078	0.514156	0.291636	2.438843	0.530740	0.054585	2.367505	0.555700	-0.052559	2.371913	0.211643	0.165991	2.393569	0.210925	-0.328508	2.530946	0.259677	-0.629289	2.764113	0.264027	-0.671176	2.671041	0.356097	0.170794	2.394817	0.339046	-0.278425	2.239501	0.307543	-0.635568	2.173879	0.305676	-0.719068	2.091264	
20190807T151654_Example2	Baseline 1	1	0000177_151706	1	magenta	0.276660	0.250587	2.279030	0.281241	0.307189	2.344201	0.299293	0.674434	2.386050	0.283525	0.845291	2.325599	0.123208	0.565248	2.340287	0.065969	0.285649	2.285114	0.055982	0.048666	2.214883	0.057210	-0.013048	2.193820	0.454430	0.558767	2.334771	0.494061	0.285604	2.276779	0.515061	0.048604	2.209726	0.548321	-0.041936	2.229238	0.199578	0.181243	2.258063	0.204447	-0.295645	2.255290	0.224247	-0.592648	2.539877	0.223752	-0.634224	2.448001	0.345342	0.176626	2.255865	0.320379	-0.286416	2.177140	0.302732	-0.643187	2.153461	0.304761	-0.729582	2.100643	
20190807T151654_Example2	Baseline 1	1	0000178_151706	1	magenta	0.271222	0.251813	2.202830	0.277218	0.310121	2.267433	0.292482	0.683290	2.308662	0.275418	0.836456	2.243568	0.120529	0.568713	2.271000	0.058579	0.294198	2.216526	0.050108	0.055680	2.154222	0.050318	-0.024170	2.145245	0.444619	0.560332	2.253031	0.496447	0.283260	2.198142	0.512236	0.049871	2.116565	0.519705	-0.027432	2.116986	0.196081	0.183613	2.186041	0.193984	-0.286547	2.132970	0.193159	-0.631683	2.368050	0.170931	-0.712008	2.352782	0.339104	0.178972	2.178313	0.306774	-0.299427	2.136546	0.303008	-0.641846	2.149496	0.304772	-0.730886	2.103134	
20190807T151654_Example2	Baseline 1	1	0000179_151706	1	magenta	0.266357	0.256075	2.135054	0.273939	0.314348	2.198535	0.289625	0.685234	2.235881	0.272385	0.817943	2.173512	0.114643	0.569489	2.202852	0.055292	0.294354	2.151725	0.039592	0.055818	2.091265	0.044032	-0.024856	2.079193	0.441684	0.562938	2.177307	0.493705	0.275181	2.107325	0.502518	0.043313	2.019484	0.508829	-0.032737	1.996388	0.190651	0.186898	2.121354	0.186617	-0.276019	2.005602	0.204996	-0.643584	2.134168	0.177109	-0.720345	2.090887	0.333971	0.182695	2.109353	0.313197	-0.311973	2.110586	0.292757	-0.647262	2.143130	0.278437	-0.730979	2.103709	
20190807T151654_Example2	Baseline 1	1	0000180_151706	1	magenta	0.258085	0.245627	2.035960	0.265274	0.305909	2.096874	0.277364	0.678261	2.124139	0.260177	0.812392	2.060986	0.106480	0.560350	2.092754	0.051408	0.285858	2.059247	0.023512	0.045730	2.013812	0.015463	-0.015780	2.008659	0.427249	0.554455	2.065063	0.485982	0.259594	1.989584	0.477566	0.029933	1.894384	0.493927	-0.041064	1.864537	0.183789	0.180301	2.027308	0.176503	-0.257799	1.880121	0.168870	-0.595282	1.808480	0.161907	-0.635928	1.718538	0.326198	0.169852	2.011706	0.331228	-0.324144	2.090853	0.291003	-0.662725	2.131060	0.301446	-0.739350	2.081364	
20190807T151654_Example2	Baseline 1	1	0000181_151706	1	magenta	0.244774	0.233248	1.966241	0.253208	0.293329	2.026710	0.268915	0.662802	2.050507	0.247561	0.790667	1.978964	0.093800	0.552243	2.019846	0.042774	0.279397	1.996997	0.010625	0.039149	1.955708	0.011580	-0.065047	1.933789	0.412895	0.539227	1.988419	0.481586	0.250562	1.919459	0.464377	0.021630	1.823177	0.489251	-0.043561	1.786768	0.169584	0.168412	1.959595	0.170060	-0.244367	1.812843	0.160661	-0.548094	1.687447	0.153117	-0.588436	1.598254	0.312299	0.157198	1.942589	0.333404	-0.323851	2.049518	0.294424	-0.662509	2.120315	0.305693	-0.738121	2.079645	
20190807T151654_Example2	Baseline 1	1	0000182_151707	1	magenta	0.232049	0.221247	1.890651	0.239525	0.281462	1.951708	0.253415	0.651339	1.976212	0.237244	0.777654	1.900808	0.086912	0.537219	1.942862	0.032437	0.270148	1.925033	-0.001469	0.030389	1.882802	0.002844	-0.047362	1.876019	0.395140	0.524973	1.915792	0.466630	0.246101	1.852890	0.461670	0.014010	1.764579	0.484607	-0.007420	1.721192	0.157924	0.157901	1.882058	0.165165	-0.231400	1.738518	0.165343	-0.538879	1.641558	0.158820	-0.578724	1.553368	0.299675	0.148281	1.869887	0.319374	-0.285444	1.945963	0.304939	-0.663166	2.105388	0.327061	-0.742080	2.096425	
20190807T151654_Example2	Baseline 1	1	0000183_151707	1	magenta	0.214724	0.207423	1.772091	0.218544	0.267961	1.832913	0.232369	0.638140	1.855677	0.223398	0.792486	1.817682	0.070234	0.515796	1.819919	0.008825	0.255366	1.804309	-0.027474	0.014878	1.779360	-0.017919	-0.051252	1.765645	0.367835	0.511091	1.813939	0.463420	0.236698	1.765272	0.458585	0.004680	1.677845	0.471015	-0.011402	1.643618	0.143048	0.145300	1.759649	0.164566	-0.242057	1.645988	0.161827	-0.667843	1.584988	0.159899	-0.720580	1.499495	0.280837	0.139437	1.754209	0.307944	-0.273326	1.808673	0.312869	-0.619679	2.031522	0.311882	-0.658791	1.944659	
20190807T151654_Example2	Baseline 1	1	0000184_151707	1	magenta	0.208730	0.205034	1.697519	0.214006	0.265558	1.759428	0.221565	0.640441	1.789009	0.206259	0.800492	1.763076	0.062958	0.517340	1.746478	-0.009660	0.243174	1.720495	-0.033767	0.004243	1.672078	-0.024380	-0.039578	1.667883	0.330979	0.527751	1.732026	0.448111	0.228317	1.699762	0.453458	-0.004167	1.616760	0.465851	-0.011317	1.602413	0.142607	0.146548	1.682915	0.173658	-0.247383	1.620381	0.147207	-0.674306	1.564487	0.138921	-0.726373	1.478371	0.271422	0.144713	1.682678	0.295492	-0.253672	1.681639	0.305107	-0.585713	1.925596	0.300053	-0.624602	1.839405	
20190807T151654_Example2	Baseline 1	1	0000185_151707	1	magenta	0.204160	0.200400	1.661049	0.203869	0.261471	1.723958	0.216525	0.640837	1.758362	0.199211	0.797227	1.724184	0.069832	0.531660	1.698977	-0.012919	0.270163	1.675244	-0.025482	0.032111	1.620421	-0.031344	-0.035261	1.611372	0.327365	0.527058	1.710049	0.442413	0.226142	1.673779	0.450459	-0.005582	1.591074	0.461624	-0.012662	1.579832	0.141742	0.145104	1.644786	0.182879	-0.248503	1.600186	0.136050	-0.675520	1.562204	0.136791	-0.725878	1.476336	0.264025	0.143023	1.651068	0.297238	-0.252308	1.623932	0.303183	-0.590249	1.862240	0.307799	-0.629056	1.776026	
20190807T151654_Example2	Baseline 1	1	0000186_151707	1	magenta	0.205060	0.218221	1.631754	0.204920	0.275525	1.694360	0.212086	0.636937	1.721330	0.195326	0.796098	1.692647	0.065604	0.535150	1.675153	-0.017769	0.261562	1.631387	-0.031811	0.026388	1.566225	-0.032870	-0.042766	1.556776	0.332613	0.565886	1.689963	0.428961	0.254471	1.649970	0.449378	0.020792	1.580323	0.461301	-0.017987	1.561115	0.143344	0.159711	1.607376	0.179056	-0.249611	1.571306	0.138688	-0.674122	1.569374	0.141525	-0.712916	1.483139	0.264917	0.158218	1.626057	0.291582	-0.251188	1.567980	0.299730	-0.592924	1.802434	0.302566	-0.631718	1.716199	
20190807T151654_Example2	Baseline 1	1	0000187_151707	1	magenta	0.205442	0.224656	1.566503	0.202592	0.279046	1.627567	0.204752	0.625411	1.653306	0.187719	0.783752	1.622072	0.042469	0.534421	1.608568	-0.032666	0.247843	1.542654	-0.032782	0.017297	1.460336	-0.036193	-0.057076	1.435354	0.329208	0.544182	1.626890	0.425673	0.276194	1.599377	0.447018	0.042845	1.531362	0.459352	-0.032168	1.511663	0.139151	0.159709	1.540471	0.147263	-0.274770	1.536633	0.161418	-0.672895	1.574682	0.166717	-0.711681	1.488537	0.271951	0.162881	1.560735	0.284660	-0.254985	1.481023	0.294721	-0.599090	1.710755	0.313289	-0.676677	1.700539	
20190807T151654_Example2	Baseline 1	1	0000188_151707	1	magenta	0.205009	0.221263	1.518486	0.203459	0.273893	1.577271	0.220653	0.598780	1.587194	0.203574	0.757545	1.555670	0.028492	0.512980	1.543537	-0.037487	0.247396	1.464345	-0.027476	0.026434	1.359481	-0.016995	-0.048455	1.340263	0.320329	0.542764	1.571217	0.426190	0.240420	1.539312	0.453452	0.005670	1.488442	0.458241	-0.013596	1.482922	0.134568	0.153621	1.493032	0.135344	-0.265732	1.523700	0.171203	-0.669438	1.563622	0.177989	-0.708255	1.477623	0.271317	0.159546	1.514016	0.275794	-0.243850	1.395470	0.295681	-0.538238	1.475039	0.302468	-0.577055	1.389040	
