Subject	Trial	Recording	Frame	Kinect	Sk_color	Hip_Center_X	Hip_Center_Y	Hip_Center_Z	Spine_X	Spine_Y	Spine_Z	Shoulder_Center_X	Shoulder_Center_Y	Shoulder_Center_Z	Head_X	Head_Y	Head_Z	Shoulder_Left_X	Shoulder_Left_Y	Shoulder_Left_Z	Elbow_Left_X	Elbow_Left_Y	Elbow_Left_Z	Wrist_Left_X	Wrist_Left_Y	Wrist_Left_Z	Hand_Left_X	Hand_Left_Y	Hand_Left_Z	Shoulder_Right_X	Shoulder_Right_Y	Shoulder_Right_Z	Elbow_Right_X	Elbow_Right_Y	Elbow_Right_Z	Wrist_Right_X	Wrist_Right_Y	Wrist_Right_Z	Hand_Right_X	Hand_Right_Y	Hand_Right_Z	Hip_Left_X	Hip_Left_Y	Hip_Left_Z	Knee_Left_X	Knee_Left_Y	Knee_Left_Z	Ankle_Left_X	Ankle_Left_Y	Ankle_Left_Z	Foot_Left_X	Foot_Left_Y	Foot_Left_Z	Hip_Right_X	Hip_Right_Y	Hip_Right_Z	Knee_Right_X	Knee_Right_Y	Knee_Right_Z	Ankle_Right_X	Ankle_Right_Y	Ankle_Right_Z	Foot_Right_X	Foot_Right_Y	Foot_Right_Z	
20190807T151230_Example1	Baseline 1	1	0001781_151353	1	magenta	0.163563	0.283776	3.654799	0.168128	0.344203	3.706708	0.160799	0.686303	3.699013	0.158028	0.866732	3.697042	0.002908	0.579717	3.682507	-0.065009	0.345932	3.665502	-0.087848	0.156666	3.536504	-0.078988	0.073621	3.472216	0.316180	0.568900	3.647606	0.400301	0.323512	3.696453	0.468154	0.110879	3.682836	0.468843	0.014271	3.687065	0.093565	0.215361	3.656384	0.115354	-0.285302	3.684159	0.180153	-0.649030	3.482058	0.157038	-0.710066	3.419800	0.234534	0.210661	3.633123	0.217156	-0.277382	3.580771	0.186870	-0.631135	3.499165	0.153583	-0.711888	3.413942	
20190807T151230_Example1	Baseline 1	1	0001782_151353	1	magenta	0.164628	0.293522	3.613801	0.167446	0.353869	3.664710	0.155472	0.689743	3.649762	0.147859	0.868325	3.636367	-0.008485	0.582265	3.663987	-0.066479	0.345876	3.641536	-0.094982	0.134128	3.498844	-0.089124	0.062197	3.460096	0.320440	0.578476	3.633843	0.399630	0.317434	3.629278	0.456594	0.104426	3.641759	0.473302	0.013566	3.668750	0.090749	0.217800	3.614050	0.104256	-0.274154	3.626892	0.167683	-0.664215	3.458652	0.160206	-0.705575	3.370852	0.241683	0.217912	3.594148	0.194260	-0.277990	3.557469	0.185996	-0.630509	3.495046	0.165353	-0.708577	3.440217	
20190807T151230_Example1	Baseline 1	1	0001783_151353	1	magenta	0.152014	0.291981	3.532696	0.157351	0.352094	3.585674	0.148144	0.698012	3.585549	0.146980	0.870309	3.562394	-0.016629	0.593735	3.586175	-0.078753	0.332167	3.549316	-0.104473	0.115543	3.494017	-0.106663	0.056630	3.464114	0.313881	0.584485	3.542469	0.386851	0.331481	3.539334	0.410749	0.099262	3.509815	0.435388	0.018349	3.512694	0.078050	0.220585	3.527596	0.073914	-0.279538	3.498278	0.122372	-0.646306	3.735879	0.135334	-0.672028	3.623266	0.228406	0.215140	3.519517	0.164134	-0.289542	3.498625	0.186816	-0.631354	3.492943	0.163307	-0.709797	3.442932	
20190807T151230_Example1	Baseline 1	1	0001784_151353	1	magenta	0.135432	0.297154	3.464171	0.143322	0.359068	3.513555	0.122116	0.701244	3.500922	0.122665	0.875604	3.487886	-0.040747	0.599372	3.535658	-0.090383	0.334485	3.533390	-0.128769	0.117323	3.483918	-0.135467	0.039620	3.475576	0.301289	0.588060	3.458122	0.366324	0.321916	3.440150	0.383120	0.102398	3.388510	0.407900	0.026519	3.346231	0.060061	0.222532	3.463862	0.042419	-0.278139	3.366133	0.077528	-0.635499	3.543602	0.082739	-0.707514	3.484862	0.216621	0.217365	3.446699	0.188924	-0.277341	3.462208	0.171506	-0.641507	3.480551	0.149517	-0.714222	3.445812	
20190807T151230_Example1	Baseline 1	1	0001785_151353	1	magenta	0.130528	0.302474	3.425965	0.134708	0.361989	3.481114	0.122466	0.707821	3.483481	0.110721	0.881406	3.461928	-0.043311	0.608964	3.474970	-0.098461	0.346312	3.510607	-0.135114	0.120742	3.483922	-0.144422	0.034406	3.480075	0.296237	0.598972	3.435294	0.364127	0.333284	3.421770	0.370680	0.119715	3.338290	0.372338	0.039210	3.296107	0.055672	0.228245	3.422911	0.030898	-0.262880	3.304132	0.057405	-0.635988	3.426143	0.038971	-0.700418	3.379192	0.207232	0.226146	3.399217	0.194187	-0.269612	3.448272	0.164481	-0.636222	3.459040	0.154446	-0.709074	3.422881	
20190807T151230_Example1	Baseline 1	1	0001786_151353	1	magenta	0.113974	0.306939	3.356576	0.121989	0.366133	3.410640	0.124718	0.711979	3.411193	0.105535	0.880736	3.372155	-0.047860	0.630559	3.410240	-0.112793	0.341392	3.446470	-0.150082	0.116711	3.447159	-0.164472	0.028151	3.453692	0.275427	0.607636	3.365334	0.343524	0.371911	3.323201	0.351352	0.138496	3.229414	0.356511	0.053813	3.168149	0.039341	0.235260	3.364077	0.011538	-0.261515	3.194720	-0.005643	-0.633808	3.170022	-0.022666	-0.706614	3.092604	0.183447	0.230950	3.321834	0.196867	-0.273981	3.425296	0.164925	-0.642706	3.457419	0.148406	-0.720224	3.413198	
20190807T151230_Example1	Baseline 1	1	0001787_151353	1	magenta	0.104381	0.301595	3.312738	0.114512	0.360785	3.362305	0.122216	0.698457	3.353596	0.088304	0.877671	3.340507	-0.054195	0.611987	3.369889	-0.117510	0.336924	3.420263	-0.156341	0.115429	3.436703	-0.169879	0.024892	3.442848	0.267688	0.599279	3.316589	0.341218	0.354274	3.295317	0.333136	0.140056	3.182971	0.346975	0.051907	3.159139	0.028979	0.229242	3.314173	0.011115	-0.261763	3.184424	-0.017110	-0.608079	3.079916	-0.038358	-0.677248	2.993917	0.174798	0.227895	3.294677	0.189019	-0.280974	3.395244	0.163888	-0.643345	3.452134	0.157734	-0.724025	3.430795	
20190807T151230_Example1	Baseline 1	1	0001788_151353	1	magenta	0.081962	0.282533	3.198478	0.089055	0.343464	3.248257	0.083671	0.676628	3.229193	0.051875	0.848035	3.222354	-0.079492	0.599479	3.265161	-0.139693	0.304894	3.318692	-0.179892	0.083916	3.354298	-0.189786	0.000158	3.349333	0.243402	0.576203	3.216962	0.310817	0.327763	3.165839	0.301776	0.123816	3.047190	0.300655	0.050381	3.001671	0.008674	0.212260	3.199066	-0.002962	-0.265371	3.063997	-0.044228	-0.587827	2.919203	-0.042255	-0.644507	2.811304	0.154191	0.205718	3.179410	0.174439	-0.279942	3.305634	0.162372	-0.638109	3.434964	0.157260	-0.727674	3.426621	
20190807T151230_Example1	Baseline 1	1	0001789_151353	1	magenta	0.064115	0.266349	3.113240	0.072960	0.327903	3.164837	0.065475	0.672451	3.152300	0.033088	0.834032	3.127359	-0.102001	0.587479	3.170240	-0.159157	0.295768	3.241877	-0.198687	0.070382	3.261817	-0.207905	-0.012967	3.263977	0.210148	0.567080	3.112250	0.281550	0.319894	3.081571	0.289329	0.107837	2.976665	0.287703	0.041861	2.940268	-0.007016	0.197766	3.105578	-0.016722	-0.279414	2.988295	-0.038759	-0.618585	2.861359	-0.033547	-0.691875	2.762992	0.135332	0.193903	3.098184	0.160968	-0.285284	3.227041	0.159478	-0.641428	3.427170	0.154772	-0.731583	3.417927	
20190807T151230_Example1	Baseline 1	1	0001790_151353	1	magenta	0.050765	0.268805	3.058590	0.061346	0.328199	3.109859	0.048994	0.666178	3.104585	0.017609	0.834546	3.093138	-0.110767	0.593689	3.157814	-0.174295	0.291123	3.186201	-0.220094	0.063791	3.212848	-0.223977	-0.014494	3.215634	0.202144	0.565723	3.080137	0.271045	0.313218	3.042663	0.283941	0.099395	2.940486	0.281910	0.017381	2.874403	-0.018120	0.199866	3.061825	-0.021011	-0.273677	2.974006	-0.037905	-0.623937	2.849216	-0.031943	-0.701326	2.755186	0.120867	0.193246	3.036143	0.142758	-0.282774	3.148285	0.158236	-0.622195	3.407794	0.154450	-0.712180	3.410955	
20190807T151230_Example1	Baseline 1	1	0001791_151354	1	magenta	0.018345	0.276769	2.926286	0.023584	0.335358	2.981917	0.022906	0.677878	2.984550	-0.005469	0.840417	2.949729	-0.145695	0.591596	2.993159	-0.204282	0.319620	3.034619	-0.248306	0.088471	3.018136	-0.263337	0.004930	3.032655	0.173907	0.575043	2.961999	0.243855	0.309337	2.933762	0.269247	0.084216	2.868307	0.274187	0.017083	2.831470	-0.053500	0.205571	2.923245	-0.032144	-0.281451	2.881197	-0.042131	-0.620083	2.832139	-0.035139	-0.711973	2.759648	0.090170	0.205050	2.907039	0.128687	-0.290474	2.938751	0.120347	-0.596282	3.240273	0.139615	-0.679979	3.251851	
20190807T151230_Example1	Baseline 1	1	0001792_151354	1	magenta	0.004311	0.294546	2.854659	0.008967	0.353939	2.905149	0.004023	0.683673	2.886566	-0.020205	0.846102	2.877241	-0.157290	0.639257	2.931002	-0.229637	0.332511	2.932607	-0.274504	0.095112	2.899407	-0.286562	0.001777	2.882809	0.159001	0.596391	2.895196	0.237820	0.317492	2.878994	0.262572	0.087907	2.822323	0.268556	0.017937	2.788738	-0.065319	0.222880	2.852076	-0.031922	-0.275175	2.829445	-0.040294	-0.623268	2.822516	-0.033708	-0.715608	2.758360	0.074470	0.222525	2.842827	0.105165	-0.276182	2.792515	0.104248	-0.627393	3.036149	0.118920	-0.705898	3.005997	
20190807T151230_Example1	Baseline 1	1	0001793_151354	1	magenta	0.006362	0.301115	2.785901	0.007153	0.359730	2.834959	-0.009930	0.682765	2.815075	-0.026265	0.847256	2.803622	-0.176817	0.608354	2.837405	-0.249987	0.353806	2.834992	-0.300436	0.115260	2.755220	-0.311320	0.023842	2.726834	0.147515	0.635315	2.815992	0.226311	0.338608	2.820116	0.256160	0.103265	2.777272	0.263602	0.010087	2.760659	-0.062261	0.226058	2.775703	-0.043028	-0.283277	2.793602	-0.025411	-0.647225	2.800477	-0.019608	-0.722456	2.762671	0.080975	0.230554	2.780160	0.087652	-0.271582	2.665238	0.076298	-0.650231	2.803566	0.066410	-0.722544	2.761192	
20190807T151230_Example1	Baseline 1	1	0001794_151354	1	magenta	0.002099	0.304074	2.758261	0.001490	0.362109	2.806093	-0.009320	0.681740	2.786115	-0.029600	0.850117	2.749618	-0.176521	0.619879	2.805533	-0.255465	0.357329	2.782634	-0.304836	0.126577	2.687648	-0.323185	0.038639	2.647328	0.147500	0.632996	2.797600	0.221657	0.341013	2.791708	0.255435	0.107902	2.756702	0.263098	0.008037	2.733219	-0.067861	0.228602	2.747626	-0.045943	-0.291536	2.763227	-0.025413	-0.646395	2.797347	-0.007645	-0.725818	2.746903	0.076337	0.234410	2.752798	0.078534	-0.262855	2.610713	0.051246	-0.638627	2.708155	0.062475	-0.714594	2.662852	
20190807T151230_Example1	Baseline 1	1	0001795_151354	1	magenta	-0.001760	0.284668	2.682102	-0.004377	0.346297	2.727201	-0.018077	0.678236	2.704993	-0.031541	0.840697	2.665135	-0.185759	0.598406	2.710721	-0.263597	0.360977	2.674926	-0.317288	0.146657	2.547967	-0.318773	0.060177	2.494939	0.131781	0.618293	2.711802	0.211818	0.335782	2.738461	0.255883	0.104755	2.705280	0.277812	0.022419	2.711361	-0.069410	0.207140	2.671493	-0.067598	-0.339700	2.749699	-0.035516	-0.667438	2.781363	-0.053673	-0.748615	2.765887	0.071816	0.219199	2.679812	0.068808	-0.287280	2.534076	0.059542	-0.624355	2.451164	0.048756	-0.703443	2.369109	
20190807T151230_Example1	Baseline 1	1	0001796_151354	1	magenta	0.000630	0.273801	2.602299	-0.004808	0.335506	2.645018	-0.024952	0.665659	2.624350	-0.032681	0.830166	2.589601	-0.195650	0.575722	2.629247	-0.271206	0.353811	2.578778	-0.315913	0.165250	2.431534	-0.315549	0.080074	2.365369	0.130037	0.611493	2.640081	0.203861	0.336106	2.680831	0.255281	0.101410	2.671472	0.273968	0.014109	2.665185	-0.066391	0.193179	2.587906	-0.071489	-0.366029	2.717518	-0.025506	-0.679937	2.768404	-0.061437	-0.756098	2.782132	0.077935	0.206567	2.602309	0.042403	-0.292003	2.479589	0.041514	-0.602543	2.305882	0.029589	-0.655138	2.203817	
20190807T151230_Example1	Baseline 1	1	0001797_151354	1	magenta	-0.009205	0.263552	2.523265	-0.013863	0.325026	2.564407	-0.029235	0.653872	2.544840	-0.028638	0.819027	2.520334	-0.198139	0.594368	2.554053	-0.266768	0.354271	2.509099	-0.301971	0.167589	2.343347	-0.300024	0.090533	2.266913	0.121720	0.596628	2.564670	0.199481	0.321075	2.606412	0.247104	0.088192	2.607089	0.268262	-0.006288	2.620631	-0.075664	0.185532	2.506976	-0.078604	-0.365831	2.672320	-0.030456	-0.665141	2.762151	-0.056959	-0.745024	2.778613	0.064645	0.197463	2.525939	0.041906	-0.280637	2.390241	0.025161	-0.639700	2.236303	0.010164	-0.683545	2.129932	
20190807T151230_Example1	Baseline 1	1	0001798_151354	1	magenta	-0.015701	0.253033	2.378455	-0.017945	0.313835	2.422618	-0.029502	0.647457	2.413082	-0.024373	0.813446	2.393346	-0.193844	0.566325	2.424210	-0.255046	0.328938	2.381434	-0.288008	0.144334	2.228107	-0.280835	0.077154	2.170838	0.128246	0.581253	2.425692	0.189217	0.311510	2.464530	0.238994	0.065481	2.520021	0.259400	-0.020270	2.540379	-0.085266	0.177293	2.364550	-0.088653	-0.377698	2.500800	-0.051890	-0.665978	2.722871	-0.063527	-0.746971	2.748415	0.058915	0.183934	2.376672	0.032608	-0.284735	2.279139	0.013841	-0.650388	2.197986	-0.005678	-0.723408	2.110558	
20190807T151230_Example1	Baseline 1	1	0001799_151354	1	magenta	-0.014510	0.254493	2.344681	-0.017200	0.315023	2.389233	-0.027267	0.647549	2.378698	-0.025001	0.812760	2.354716	-0.194672	0.561057	2.381254	-0.256360	0.329181	2.361460	-0.283840	0.138481	2.216023	-0.278293	0.066843	2.157964	0.131208	0.581579	2.388157	0.185290	0.315449	2.424823	0.235244	0.068407	2.459552	0.254276	-0.018508	2.489212	-0.084924	0.179238	2.327467	-0.097387	-0.332405	2.405935	-0.057938	-0.654283	2.673780	-0.063200	-0.735859	2.698539	0.060674	0.183437	2.342920	0.029328	-0.284171	2.258253	0.014306	-0.649808	2.191587	-0.007359	-0.724081	2.111168	
20190807T151230_Example1	Baseline 1	1	0001800_151354	1	magenta	-0.013135	0.261621	2.268047	-0.014135	0.322309	2.311875	-0.017337	0.650514	2.293599	-0.023745	0.826185	2.278729	-0.197135	0.562701	2.306115	-0.257301	0.323241	2.297791	-0.280197	0.112350	2.175988	-0.276719	0.038962	2.140835	0.126611	0.577759	2.305779	0.180646	0.322396	2.333430	0.231654	0.075721	2.355128	0.250999	-0.011829	2.368260	-0.084358	0.189790	2.254016	-0.099459	-0.313615	2.252748	-0.067670	-0.630694	2.533759	-0.067652	-0.673221	2.444205	0.061115	0.188200	2.265447	-0.012186	-0.305307	2.225506	0.012748	-0.651211	2.182284	-0.009517	-0.729206	2.118427	
20190807T151230_Example1	Baseline 1	1	0001801_151354	1	magenta	-0.026217	0.266199	2.159723	-0.027481	0.326850	2.202024	-0.035642	0.654091	2.184913	-0.040832	0.809944	2.152662	-0.211970	0.561742	2.205312	-0.270274	0.305991	2.221404	-0.289008	0.079057	2.158684	-0.286998	0.002410	2.135374	0.120715	0.598512	2.206494	0.178932	0.313465	2.217685	0.208897	0.080559	2.160724	0.221822	0.002397	2.148655	-0.099067	0.189601	2.150101	-0.128508	-0.296339	2.072580	-0.088621	-0.656471	2.228893	-0.093665	-0.719945	2.169359	0.050258	0.192515	2.154987	-0.000177	-0.295245	2.152891	-0.003303	-0.655353	2.180162	-0.017405	-0.732452	2.130584	
20190807T151230_Example1	Baseline 1	1	0001802_151354	1	magenta	-0.031589	0.264411	2.130305	-0.032938	0.325770	2.170619	-0.039504	0.651367	2.147982	-0.044358	0.807622	2.114723	-0.216907	0.552677	2.168768	-0.273099	0.303475	2.204600	-0.294341	0.075009	2.151197	-0.292544	-0.003021	2.135715	0.122056	0.593214	2.172117	0.177025	0.323262	2.173308	0.203453	0.081811	2.106004	0.221811	0.010324	2.076269	-0.105334	0.186067	2.123455	-0.128162	-0.268496	2.014515	-0.109701	-0.652410	2.123334	-0.111297	-0.723270	2.078290	0.045258	0.190050	2.124077	0.013744	-0.290240	2.141366	-0.009524	-0.659161	2.168674	-0.035409	-0.736239	2.124308	
20190807T151230_Example1	Baseline 1	1	0001803_151354	1	magenta	-0.041996	0.258386	2.060929	-0.041031	0.318860	2.099815	-0.051185	0.637551	2.076842	-0.056254	0.793988	2.040646	-0.219361	0.537194	2.096832	-0.276895	0.300746	2.151094	-0.310827	0.070361	2.136154	-0.313833	-0.008663	2.135597	0.095220	0.618814	2.083124	0.170745	0.322231	2.093384	0.189095	0.103634	2.002310	0.197230	0.042469	1.951923	-0.111388	0.182407	2.053966	-0.137724	-0.252599	1.937939	-0.148587	-0.641904	1.888750	-0.156588	-0.713112	1.845727	0.030644	0.187247	2.055576	0.021835	-0.289234	2.114872	-0.003866	-0.660052	2.160936	-0.033661	-0.737686	2.084617	
20190807T151230_Example1	Baseline 1	1	0001804_151354	1	magenta	-0.043950	0.262612	1.982498	-0.046033	0.319672	2.023232	-0.063591	0.628660	2.007634	-0.090662	0.788504	1.980922	-0.231505	0.523506	2.020531	-0.282223	0.304171	2.089209	-0.324159	0.073911	2.101782	-0.330521	-0.004568	2.107764	0.092100	0.607075	2.018941	0.159225	0.319040	2.014612	0.174579	0.110057	1.900245	0.180914	0.032570	1.826973	-0.114544	0.182656	1.964097	-0.138376	-0.252926	1.884841	-0.164770	-0.570671	1.746698	-0.167034	-0.612446	1.658619	0.034873	0.192643	1.983330	0.021925	-0.281041	2.063067	-0.003394	-0.659854	2.157172	-0.008690	-0.738444	2.116230	
20190807T151230_Example1	Baseline 1	1	0001805_151354	1	magenta	-0.057164	0.253702	1.911160	-0.057363	0.309701	1.953350	-0.071972	0.618032	1.942902	-0.064839	0.742554	1.857060	-0.247060	0.545303	1.954035	-0.294804	0.292630	2.018692	-0.340467	0.061409	2.045405	-0.347753	-0.017196	2.049051	0.073421	0.588419	1.940616	0.144119	0.304742	1.931247	0.164210	0.102107	1.804638	0.166360	0.019840	1.736383	-0.128055	0.178365	1.886773	-0.144464	-0.245077	1.825408	-0.163030	-0.562215	1.690684	-0.167617	-0.603214	1.603450	0.019967	0.182594	1.915477	0.013315	-0.288646	2.006196	-0.004081	-0.657551	2.147960	-0.009609	-0.736861	2.117690	
20190807T151230_Example1	Baseline 1	1	0001806_151355	1	magenta	-0.065374	0.240451	1.862458	-0.068753	0.296978	1.905524	-0.078680	0.611609	1.898198	-0.053422	0.751204	1.831548	-0.231522	0.573985	1.908590	-0.302457	0.284372	1.983169	-0.345479	0.055091	2.008510	-0.354695	-0.022936	2.016627	0.071188	0.581153	1.917905	0.137240	0.292221	1.890108	0.159107	0.094017	1.757302	0.155964	0.042890	1.711872	-0.131391	0.175886	1.860964	-0.147247	-0.239015	1.784053	-0.166264	-0.664173	1.640425	-0.164002	-0.719829	1.548818	0.006881	0.171213	1.856992	0.008751	-0.296322	1.969015	-0.004622	-0.654096	2.139679	-0.009536	-0.736328	2.118051	
20190807T151230_Example1	Baseline 1	1	0001807_151355	1	magenta	-0.068688	0.244164	1.829326	-0.067936	0.300116	1.872608	-0.079508	0.608319	1.860156	-0.064294	0.749641	1.793040	-0.247409	0.565662	1.885613	-0.309263	0.282181	1.936205	-0.359268	0.051516	1.959073	-0.364677	-0.029737	1.966353	0.061093	0.564556	1.865971	0.133246	0.291550	1.854064	0.152261	0.089183	1.727342	0.150824	0.035401	1.684750	-0.136145	0.176319	1.806596	-0.153488	-0.239967	1.751045	-0.164220	-0.668140	1.618075	-0.169446	-0.723323	1.527007	0.002629	0.172659	1.828863	0.000902	-0.286837	1.915833	-0.007253	-0.648180	2.122730	-0.009201	-0.733783	2.114979	
20190807T151230_Example1	Baseline 1	1	0001808_151355	1	magenta	-0.094073	0.236146	1.717745	-0.092519	0.293492	1.762035	-0.094714	0.609722	1.749279	-0.077997	0.755198	1.686812	-0.235445	0.609595	1.756458	-0.316022	0.313326	1.795760	-0.375070	0.049322	1.800201	-0.384888	-0.028466	1.800062	0.018915	0.540438	1.738103	0.110169	0.282114	1.747118	0.136764	0.065578	1.655782	0.139409	0.013286	1.626505	-0.151386	0.179393	1.705304	-0.164718	-0.235484	1.668891	-0.171390	-0.675282	1.591395	-0.174499	-0.731115	1.502911	-0.037405	0.173671	1.714436	-0.002126	-0.256439	1.724683	-0.016413	-0.591163	1.989359	-0.019376	-0.631732	1.903007	
20190807T151230_Example1	Baseline 1	1	0001809_151355	1	magenta	-0.099703	0.229229	1.650373	-0.099853	0.289575	1.695960	-0.104826	0.618753	1.683054	-0.088045	0.764783	1.620189	-0.266615	0.531268	1.683229	-0.342561	0.272947	1.712507	-0.385968	0.047688	1.674825	-0.391470	-0.014923	1.664956	0.011503	0.576875	1.684860	0.102802	0.282990	1.689837	0.128484	0.060161	1.622894	0.141531	-0.013674	1.601897	-0.160905	0.162874	1.636790	-0.154145	-0.249524	1.618137	-0.181200	-0.692714	1.598884	-0.183675	-0.747780	1.513015	-0.036627	0.168096	1.650206	-0.013372	-0.261438	1.609635	-0.027173	-0.605750	1.864623	-0.014991	-0.697164	1.876686	
20190807T151230_Example1	Baseline 1	1	0001810_151355	1	magenta	-0.109887	0.212531	1.562011	-0.116388	0.275046	1.605454	-0.159463	0.611137	1.587605	-0.142605	0.757843	1.524234	-0.280946	0.522076	1.587477	-0.356499	0.288335	1.563158	-0.393196	0.073777	1.473895	-0.390666	0.010725	1.451736	0.007454	0.531270	1.590052	0.097554	0.282141	1.619616	0.133219	0.058334	1.563589	0.147155	-0.016009	1.548852	-0.173426	0.143317	1.541410	-0.174141	-0.262078	1.576168	-0.175046	-0.702382	1.592064	-0.174072	-0.757573	1.506685	-0.034161	0.150100	1.565349	-0.022891	-0.242617	1.441901	-0.035954	-0.539683	1.555786	-0.034942	-0.580542	1.469837	
20190807T151230_Example1	Baseline 1	1	0001811_151355	1	magenta	-0.104360	0.210775	1.501194	-0.108439	0.268650	1.537303	-0.119162	0.568801	1.508624	-0.102273	0.715775	1.444951	-0.291506	0.500599	1.515790	-0.367003	0.284350	1.474493	-0.385807	0.089267	1.342106	-0.379951	0.047177	1.319114	0.007174	0.517943	1.528824	0.097321	0.276890	1.568853	0.145523	0.054421	1.525893	0.154303	0.007048	1.521216	-0.173840	0.137410	1.484918	-0.178058	-0.262644	1.539759	-0.169080	-0.694022	1.590430	-0.163800	-0.749905	1.507785	-0.028934	0.148382	1.508141	-0.026768	-0.239952	1.377859	-0.024417	-0.677628	1.370889	-0.020421	-0.728483	1.291674	
20190807T151230_Example1	Baseline 1	1	0001812_151355	1	magenta	-0.105440	0.187470	1.440125	-0.108474	0.245281	1.468585	-0.115474	0.538365	1.434972	-0.098567	0.685490	1.371043	-0.289935	0.477767	1.444181	-0.374341	0.267261	1.393322	-0.369840	0.101006	1.224278	-0.366085	0.077020	1.207494	-0.000532	0.508631	1.456966	0.100859	0.265690	1.515337	0.158107	0.045519	1.483707	0.165146	0.001273	1.480133	-0.176158	0.116234	1.424783	-0.180961	-0.277635	1.499803	-0.166024	-0.695288	1.590446	-0.159422	-0.751174	1.511740	-0.030739	0.126464	1.451663	-0.042556	-0.262371	1.331681	0.029264	-0.675500	1.196486	0.039602	-0.729809	1.108851	
20190807T151230_Example1	Baseline 1	1	0001813_151355	1	magenta	-0.105165	0.178036	1.404024	-0.108303	0.234911	1.429026	-0.113768	0.521162	1.395409	-0.096852	0.668368	1.331336	-0.287439	0.468581	1.410414	-0.374387	0.261737	1.347321	-0.361077	0.102684	1.172397	-0.356745	0.081575	1.156367	-0.000349	0.498580	1.427493	0.103021	0.258622	1.488354	0.162043	0.039579	1.457108	0.167985	-0.005387	1.456063	-0.176554	0.108420	1.392334	-0.181172	-0.282748	1.474798	-0.168303	-0.691978	1.585437	-0.160412	-0.747191	1.509317	-0.030396	0.116769	1.414127	-0.036841	-0.270241	1.290748	0.029579	-0.689631	1.190523	0.038541	-0.745209	1.104747	
20190807T151230_Example1	Baseline 1	1	0001814_151355	1	magenta	-0.103434	0.160061	1.329380	-0.106345	0.215494	1.349241	-0.112842	0.494067	1.319677	-0.095917	0.641348	1.255361	-0.284248	0.441414	1.340947	-0.381661	0.241669	1.276503	-0.329905	0.111977	1.086527	-0.342152	0.088285	1.082861	0.014536	0.459855	1.357873	0.111117	0.241547	1.421566	0.169619	0.023916	1.395507	0.183334	-0.051184	1.394394	-0.178716	0.087617	1.317536	-0.175685	-0.303766	1.412112	-0.163580	-0.681357	1.589465	-0.158170	-0.731190	1.509598	-0.024337	0.096668	1.341295	-0.039635	-0.288755	1.219107	0.122101	-0.685107	1.211477	0.138108	-0.725083	1.136382	
20190807T151230_Example1	Baseline 1	1	0001815_151355	1	magenta	-0.099763	0.154865	1.297612	-0.101921	0.209231	1.314026	-0.104871	0.478071	1.280546	-0.087949	0.625326	1.216138	-0.281179	0.429651	1.309449	-0.375833	0.230363	1.241803	-0.317247	0.100343	1.055512	-0.309787	0.027907	0.982298	0.018241	0.449774	1.326072	0.114724	0.232343	1.383769	0.171933	0.015060	1.364850	0.187067	-0.059668	1.361383	-0.176181	0.081508	1.283856	-0.178761	-0.315197	1.388440	-0.157011	-0.691660	1.565635	-0.151854	-0.734907	1.482649	-0.020800	0.091900	1.311226	-0.043494	-0.293801	1.194056	0.185616	-0.653761	1.198861	0.217315	-0.667799	1.127137	
20190807T151230_Example1	Baseline 1	1	0001816_151355	1	magenta	-0.096957	0.141810	1.250319	-0.099381	0.195292	1.266762	-0.106487	0.465554	1.244084	-0.089562	0.612835	1.179543	-0.276054	0.413225	1.270384	-0.376168	0.214691	1.221102	-0.309529	0.102804	1.026688	-0.287317	0.065508	0.966051	0.022424	0.433369	1.282201	0.117905	0.228235	1.350273	0.174412	0.012206	1.324018	0.186200	-0.063080	1.323513	-0.173339	0.070872	1.240847	-0.171150	-0.322963	1.345099	-0.161911	-0.679718	1.555132	-0.158226	-0.722560	1.472280	-0.016579	0.077693	1.260791	-0.044720	-0.311050	1.159216	-0.010068	-0.621448	1.088922	-0.019046	-0.515069	1.101216	
20190807T151230_Example1	Baseline 1	1	0001817_151355	1	magenta	-0.088121	0.124119	1.175596	-0.090661	0.175972	1.187346	-0.102490	0.434870	1.162827	-0.085580	0.582021	1.098151	-0.276012	0.385351	1.210899	-0.346746	0.176942	1.159764	-0.310169	0.057243	0.964340	-0.305863	-0.002215	0.917886	0.027634	0.408884	1.213755	0.127280	0.204016	1.274656	0.180606	-0.010651	1.247162	0.194718	-0.084579	1.240296	-0.163297	0.051501	1.168679	-0.176786	-0.336327	1.244956	-0.174808	-0.597189	1.395245	-0.184106	-0.520494	1.378545	-0.006641	0.059405	1.183959	-0.036305	-0.330601	1.097530	-0.015418	-0.643862	1.073256	-0.018083	-0.536964	1.074389	
